distance,myBulletPower,opponentAdvancingVelocity,opponentBackwardWall,opponentCurrentGuessFactor,opponentDistanceLast10,opponentForwardWall,opponentLateralVelocity,opponentTimeSinceLastDeceleration,type,guessFactor
701,0.10,1.20,0.71,0.76,72,0.70,7.91,42,MISS,0.91
648,0.10,-0.88,0.83,0.78,44.83,0.34,0.47,1,MISS,0.98
609,0.10,-6.65,0.68,0.35,61.98,0.48,4.45,12,MISS,0.44
550,0.34,-6.22,0.60,0.83,72,0.58,5.03,23,HIT,-0.41
502,0.33,0.96,0.38,0.54,13.46,0.91,3.88,4,BULLETHITBULLET,0.11
514,0.32,2.48,0.38,-0.27,43.95,0.96,7.61,8,MISS,0.46
541,0.54,1.02,0.51,0.65,71.42,0.95,7.94,19,MISS,-0.21
539,0.55,0,0.82,0.46,3,0.61,0,6,HIT,0.01
507,0.56,-5.82,0.64,-0.15,44,0.54,5.49,19,MISS,-0.96
514,0.77,-0.52,0.57,-0.25,50.98,0.96,7.98,10,MISS,0.33
517,0.77,0.18,0.66,-0.88,72,0.96,8,22,MISS,-0.43
502,0.31,-1.57,0.69,0.34,41.98,0.89,3.68,0,MISS,0.53
547,0.11,7.78,0.58,0,55.71,0.79,1.85,11,MISS,-0.84
543,0.11,-4.17,0.64,-0.09,16.24,0.62,4.32,6,MISS,0.73
476,0.11,-6.57,0.59,-0.65,71.85,0.40,4.56,17,MISS,0.56
444,0.10,0,0.81,0.73,29.94,0.35,0,2,HIT,0.02
441,0.10,0.24,0.46,0.30,29.24,0.86,1.48,1,MISS,0.30
434,0.10,0.73,0.51,0.37,51.87,0.78,1.86,0,MISS,0.31
416,0.10,0,0.79,-0.11,11.99,0.47,0,2,MISS,-0.79
439,0.10,0.56,0.77,0,35.08,0.81,0.50,1,MISS,-0.25
442,0.10,0.83,0.75,-0.25,36.51,0.79,3.01,0,MISS,-0.44
462,0.10,0,0.81,-0.25,1,0.75,0,6,MISS,-0.90
458,0.10,-1.28,0.58,-0.38,57,0.96,7.90,18,HIT,0.23
474,0.10,0.88,0.79,-0.90,59.99,0.89,1.79,0,MISS,0.28
470,0.10,-0.13,0.75,-0.10,7.14,0.86,2,2,HIT,0.95
475,0.10,1.83,0.60,0.48,68.95,0.86,7.79,14,MISS,1.00
532,0.10,0.40,0.65,0.67,70.84,0.77,7.99,29,MISS,1.00
532,0.10,-3.65,0.62,0.57,70.87,0.83,7.12,42,HIT,0.96
466,0.10,-1.87,0.58,0.95,72,0.85,7.78,64,BULLETHITBULLET,0.95
496,0.10,-3.02,0.62,0.45,72,0.86,7.41,53,MISS,0.38
506,0.10,1.06,0.66,-0.14,26,0.88,6.92,7,BULLETHITBULLET,-0.43
483,0.10,-1.42,0.59,0,43.98,0.95,7.87,9,MISS,-1.00
536,0.10,-0.60,0.68,0,69.48,0.65,5.97,0,HIT,-0.94
534,0.10,1.92,0.58,-0.73,72,0.96,7.77,18,MISS,-0.37
536,0.10,-2.56,0.71,0.15,15.04,0.86,5.43,6,MISS,0.80
525,0.10,-0.94,0.62,0.43,72,0.76,7.94,17,BULLETHITBULLET,0.20
525,0.10,-0.12,0.78,0.80,59.66,0.69,2,0,BULLETHITBULLET,-0.90
522,0.10,-1.66,0.58,-0.30,50.89,0.95,7.83,11,BULLETHITBULLET,0.97
525,0.10,-0.69,0.62,0.42,71.88,0.96,7.97,22,MISS,1.00
520,0.10,-1.15,0.56,0.85,71.96,0.93,7.92,33,MISS,0.59
518,0.10,0.18,0.63,0.85,71.99,0.96,8,44,BULLETHITBULLET,0.95
529,0.10,-0.43,0.78,0.68,32.96,0.87,1.95,2,MISS,0.72
529,0.10,0.73,0.61,0.36,62.72,0.93,7.97,4,MISS,0.07
554,0.10,-0.55,0.81,0.72,33,0.88,1.92,2,MISS,0.70
556,0.10,2,0.66,0.60,69,0.96,7.75,8,MISS,-0.25
558,0.10,-1.02,0.65,-0.11,36,0.96,7.93,9,MISS,0.01
553,0.10,0,0.85,-0.25,8,0.85,0,2,MISS,-0.17
555,0.10,0,0.85,0.01,18,0.84,0,2,BULLETHITBULLET,-0.59
553,0.10,-0.18,0.66,-0.09,36,0.97,8,14,MISS,-0.72
555,0.10,-1.36,0.66,0,36,0.97,7.88,8,MISS,0.49
555,0.10,0.88,0.66,-0.68,72,0.96,7.95,21,MISS,-0.47
579,0.10,0,0.79,0.49,7,0.84,0,2,MISS,-1.00
580,0.10,-2.98,0.66,-0.32,51,0.91,7.43,13,MISS,0.61
539,0.10,0.04,0.73,0.64,22.08,0.91,3,3,MISS,-0.20
541,0.10,0.92,0.64,-0.11,54,0.89,7.95,10,MISS,-0.75
561,0.10,-1.79,0.64,-0.11,44,0.97,7.80,9,MISS,0.48
573,0.10,0,0.85,0.48,21.98,0.80,0,1,MISS,-0.23
584,0.10,-0.68,0.65,-0.10,20.91,0.94,5.96,14,BULLETHITBULLET,0.64
612,0.10,0,0.86,-0.23,25.94,0.73,0,1,MISS,-0.80
545,0.10,-0.63,0.63,-0.52,72,0.95,7.98,26,MISS,0.02
538,0.10,0.47,0.80,0.35,59.91,0.86,1.94,0,MISS,-0.70
480,0.10,0,0.82,0.02,51,0.82,0,0,MISS,0.88
510,0.10,0,0.60,0.52,67.62,0.94,8,5,MISS,-0.12
534,0.10,0.16,0.82,0.31,22.50,0.90,2.49,2,MISS,0.08
521,0.10,-0.46,0.79,0.28,33.06,0.89,1.95,2,BULLETHITBULLET,0.96
566,0.10,-0.63,0.79,0.38,33,0.86,1.90,2,MISS,-0.14
509,0.10,-0.28,0.60,0.39,63.60,0.94,8,12,BULLETHITBULLET,0.63
487,0.10,0.65,0.78,0,30.04,0.85,1.35,1,MISS,0.46
501,0.10,0,0.82,0.46,2,0.82,0,7,MISS,-0.42
514,0.10,1.43,0.63,-0.35,57,0.96,7.87,22,MISS,0.10
543,0.10,0,0.83,0.10,9,0.83,0,1,MISS,0.66
530,0.10,3.66,0.58,0,71.86,0.95,7.11,32,MISS,-1.00
545,0.10,0.73,0.63,-0.14,36,0.93,7.97,8,MISS,0.37
578,0.10,2.64,0.64,-0.82,72,0.95,7.55,19,MISS,-0.01
552,0.10,-0.55,0.75,-0.05,21.43,0.94,3.71,4,MISS,0.35
514,0.10,-1.24,0.63,-0.55,70.50,0.93,7.90,15,MISS,-0.54
483,0.10,0.91,0.65,0.42,26,0.95,6.94,7,MISS,0.22
532,0.10,-2.56,0.76,0.38,3.03,0.91,4.30,5,MISS,-0.49
490,0.10,-0.16,0.58,-0.26,67.50,0.93,8,13,MISS,0.46
475,0.10,0.24,0.73,0.46,65.97,0.94,4,0,MISS,0.06
489,0.10,0,0.79,0.46,3,0.80,0,6,MISS,0.29
504,0.10,0,0.82,0.06,11,0.82,0,4,MISS,0.57
505,0.10,0.27,0.74,0.26,24.45,0.91,3.74,4,HIT,-0.23
506,0.10,5.91,0.61,0,65.05,0.90,5.39,9,MISS,0.21
536,0.10,0,0.84,0.21,34.80,0.84,0,0,BULLETHITBULLET,-0.21
553,0.10,0,0.82,0.21,0,0.85,0,11,MISS,-0.79
548,0.10,-0.74,0.63,-0.23,44,0.94,7.97,26,MISS,0.79
557,0.10,1.55,0.65,0.63,72,0.86,7.85,43,MISS,0.22
586,0.10,0,0.74,0.17,12,0.82,0,5,MISS,-0.42
605,0.10,0,0.76,0.22,6.15,0.74,0,2,MISS,-0.61
649,0.10,0.43,0.55,-0.56,71.78,0.92,7.99,25,MISS,-0.65
649,0.10,-5.45,0.68,-0.14,36,0.66,5.86,8,MISS,-0.02
585,0.10,0.56,0.41,0.36,33.35,0.89,1.92,2,MISS,0.42
599,0.10,1.88,0.46,-0.02,57,0.94,4.63,1,HIT,0.05
619,0.10,-1,0.83,0.42,27.31,0.65,1.27,1,MISS,-0.50
604,0.10,-0.24,0.84,0.18,35.90,0.63,0.97,0,MISS,-0.61
602,0.10,1.86,0.58,-0.16,59.50,0.94,7.78,11,MISS,-0.05
632,0.10,-3.06,0.80,-0.65,10.80,0.84,2.57,4,MISS,-0.11
581,0.10,-5.56,0.67,0,71,0.70,5.75,15,MISS,-1.00
512,1.99,2.03,0.73,0,23.29,0.82,2.21,3,MISS,-0.55
506,1.99,-2.34,0.70,-0.22,57,0.91,7.65,11,MISS,0.49
546,1.99,0.80,0.75,0.47,51.50,0.94,5.95,0,MISS,-0.30
571,1.99,1.88,0.70,-0.02,44,0.92,7.78,17,MISS,0.39
617,1.99,3.57,0.66,-0.53,47,0.90,7.16,7,MISS,0.04
610,1.99,-0.40,0.72,0.57,43,0.82,0.92,1,MISS,0.27
562,1.99,0,0.76,0.04,20.06,0.77,0,1,MISS,0.36
571,1.99,0,0.78,0.27,0,0.76,0,15,MISS,0.77
588,1.99,-1.25,0.79,0.04,10.93,0.91,3.80,4,MISS,0.88
573,1.99,-2.29,0.71,0.46,60,0.92,7.67,4,MISS,0.34
553,1.99,-1.29,0.71,0.73,72,0.80,7.90,19,MISS,-0.36
549,1.99,-1.19,0.67,0.49,3.62,0.92,4.34,4,MISS,0.36
555,1.76,0.35,0.75,-0.12,26.98,0.92,4.99,5,MISS,0.05
564,1.76,0,0.85,0.36,10,0.77,0,2,MISS,-0.46
440,1.63,1.82,0.57,0.02,20.68,0.93,6.24,6,MISS,0.56
476,1.50,4.03,0.52,-0.39,72,0.92,6.91,20,MISS,-0.06
515,1.38,0,0.84,0.56,14,0.78,0,1,MISS,0.77
500,1.28,1.36,0.68,0.61,68.96,0.92,7.88,12,MISS,-0.56
509,1.19,-1.85,0.73,0.09,15,0.93,5.71,6,MISS,0.67
485,1.12,-2.56,0.66,-0.45,72,0.96,7.58,19,MISS,-0.05
506,1.05,0,0.81,0.25,32,0.85,0,1,BULLETHITBULLET,0.38
555,0.98,2.97,0.68,0.35,65.98,0.93,7.43,14,MISS,-0.01
539,0.92,-1.60,0.72,0.18,26,0.95,6.81,7,MISS,0.38
545,0.87,0,0.82,0,16.98,0.84,0,1,MISS,-0.49
531,0.83,0,0.84,0.38,34.98,0.84,0,1,MISS,-0.55
515,0.49,1.08,0.61,-0.38,36,0.94,7.93,13,MISS,0.50
532,0.47,0,0.78,0.36,26.96,0.83,0,1,MISS,-0.77
542,0.45,-0.59,0.76,-0.24,29.54,0.76,4.97,4,MISS,0.51
552,0.44,-2.21,0.66,-0.73,70.97,0.74,7.69,16,MISS,-0.20
548,0.42,0,0.67,0.51,15.99,0.75,0,0,MISS,-0.18
542,0.23,-0.04,0.73,0.42,62.94,0.84,4,0,BULLETHITBULLET,0.05
540,0.24,-0.48,0.74,0.19,19.44,0.75,0.88,1,MISS,0.35
597,0.11,0,0.79,0.18,2.04,0.69,0,4,HIT,-0.38
603,0.10,0,0.82,0.18,0,0.75,0,15,MISS,-0.61
607,0.10,-1,0.64,-0.25,50.67,0.95,7.94,26,MISS,0.34
645,0.10,0.22,0.81,0.34,6.12,0.87,0.98,1,MISS,-0.87
657,0.10,-1.66,0.70,-0.16,36,0.82,7.83,10,MISS,0.65
644,0.10,-0.69,0.68,-0.57,72,0.61,7.97,21,MISS,0.46
630,0.10,-0.40,0.36,0.66,22.81,0.93,2.97,3,MISS,0.29
626,0.10,-2.79,0.77,0.43,14.78,0.37,4.15,9,MISS,-0.83
617,0.10,1.33,0.44,0.11,43.99,0.96,7.89,9,MISS,0.46
651,0.10,1.50,0.66,-0.67,57,0.97,7.86,9,HIT,-0.05
666,0.10,-1.71,0.81,0.50,12.41,0.81,2.46,0,MISS,0.05
656,0.10,0,0.86,-0.12,35.98,0.70,0,2,MISS,-0.29
659,0.10,-0.15,0.69,0.11,27.99,0.96,7,13,MISS,-0.01
665,0.10,0.28,0.77,-0.18,6.99,0.89,1.98,4,MISS,0.03
677,0.10,0,0.83,-0.29,19,0.82,0,0,MISS,0.38
672,0.10,-1.24,0.80,0.12,7.12,0.81,3.80,4,MISS,-0.36
664,0.10,-1.27,0.68,0,62,0.95,7.90,12,MISS,0.76
660,0.10,1.29,0.68,0.37,71.92,0.82,7.90,24,MISS,0.58
710,0.10,4.18,0.73,0.68,72,0.69,6.82,35,MISS,-0.08
734,0.10,0,0.67,0.76,8.28,0.87,0,1,MISS,0.12
732,0.10,-0.53,0.84,0.58,35.97,0.72,2.95,0,MISS,-0.17
685,0.10,-2.49,0.79,0.15,12.41,0.74,3.13,4,MISS,-0.52
663,0.10,2.61,0.64,-0.13,51,0.93,7.56,10,MISS,0.30
695,0.10,3.32,0.71,0.31,72,0.89,7.28,21,MISS,0.22
690,0.10,0,0.84,0.30,15.99,0.83,0,1,MISS,0.68
692,0.10,0,0.83,0.30,0,0.83,0,12,MISS,0.95
692,0.10,0.03,0.72,0.19,50.81,0.84,8,23,MISS,0.87
683,0.10,-0.63,0.70,0.68,71.92,0.65,7.98,37,MISS,0.71
588,0.10,0,0.84,0.52,35.94,0.38,0,0,BULLETHITBULLET,0.00
532,0.10,-1.85,0.78,0.27,41.97,0.27,0.77,0,MISS,-0.56
498,0.10,1.66,0.15,0.04,2.05,0.86,1.12,7,MISS,1.00
482,0.10,2.56,0.24,-0.38,65.27,0.94,7.58,18,BULLETHITBULLET,0.97
513,0.10,0.09,0.59,0.82,71.22,0.97,8,29,HIT,0.76
516,0.10,2.20,0.63,0.55,59.84,0.95,7.69,5,MISS,0.21
527,0.10,0,0.82,0.21,6,0.82,0,5,MISS,0.76
515,0.10,0.55,0.63,0.38,62,0.96,7.98,24,MISS,1.00
537,0.10,2.14,0.64,0.49,71.97,0.78,7.71,37,HIT,1.00
587,0.10,3.11,0.65,0.91,71.92,0.56,7.37,49,MISS,0.86
601,0.10,-1.57,0.67,0.90,58.47,0.40,7.85,7,HIT,0.35
588,0.10,0,0.83,0.46,1.48,0.15,0,5,BULLETHITBULLET,-0.73
595,0.10,-0.10,0.28,-0.18,36,0.96,8,19,MISS,0.29
606,0.10,1.50,0.45,0.34,65.94,0.92,3.71,0,MISS,0.22
599,0.10,0,0.83,0.29,18.95,0.50,0,1,BULLETHITBULLET,-0.81
625,0.10,-1.50,0.56,0.11,35.21,0.95,7.86,17,MISS,-0.41
627,0.10,-2.14,0.76,0.06,8.78,0.80,4.52,5,MISS,0.03
595,0.10,-0.74,0.78,-0.40,65.94,0.73,3.93,0,MISS,-0.82
577,0.10,0.43,0.59,0.33,7,0.92,2.97,7,MISS,0.76
600,0.10,1.88,0.62,-0.47,71,0.95,7.78,19,MISS,0.36
647,0.10,0,0.84,0.36,5,0.84,0,1,MISS,-0.47
635,0.10,-0.19,0.72,-0.12,28,0.91,7,14,MISS,0.31
635,0.10,0.50,0.78,-0.47,63,0.72,4.98,1,MISS,-0.19
640,0.10,-0.33,0.70,0.32,6.50,0.90,1.97,3,MISS,0.38
652,0.10,-0.16,0.72,-0.02,1,0.89,0.99,8,MISS,0.37
651,0.10,-0.71,0.76,0.19,24.44,0.91,3.68,4,MISS,0.50
655,0.10,0,0.83,0.37,20.99,0.83,0,2,MISS,0.57
671,0.10,1.56,0.77,0.24,15,0.90,4.75,13,MISS,0.47
677,0.10,0.50,0.83,0.35,54.97,0.79,2.96,1,MISS,0.45
687,0.10,0.06,0.85,0.47,11.96,0.71,1,0,MISS,-0.11
665,0.10,-0.47,0.78,0.25,50.94,0.71,3.97,0,MISS,-1.00
667,0.10,0.33,0.60,-0.03,57,0.94,8,11,HIT,0.64
673,0.10,1.64,0.66,-0.61,61.96,0.96,7.83,8,HIT,0.23
698,0.10,2,0.71,-0.99,71.99,0.87,7.75,19,MISS,-0.67
700,0.10,-0.53,0.81,0.63,10.99,0.88,0.85,1,HIT,0.65
666,0.10,0.37,0.69,-0.31,65.81,0.91,8,13,MISS,0.12
691,0.10,1.18,0.84,0.66,54.86,0.83,2.76,1,MISS,-0.61
682,0.10,-1.03,0.71,0.32,10,0.93,3.86,8,MISS,0.83
643,0.10,-0.27,0.77,-0.31,32.95,0.94,5,4,MISS,0.80
630,0.10,0.11,0.70,0.62,59.98,0.88,8,4,BULLETHITBULLET,0.15
591,0.10,-0.44,0.68,0.76,71.95,0.67,7.99,16,MISS,-0.62
591,0.10,-0.23,0.63,-0.24,50.98,0.96,8,10,MISS,0.47
604,0.10,0,0.83,-0.62,32,0.84,0,1,MISS,-0.00
622,0.10,0,0.84,0.47,28,0.84,0,1,MISS,-0.33
595,0.10,0,0.81,-0.33,10,0.85,0,3,MISS,-0.85
602,0.10,-0.13,0.71,-0.10,21,0.84,6,14,MISS,0.63
630,0.10,2,0.70,-0.54,72,0.63,7.75,25,MISS,0.07
653,0.10,-0.47,0.48,0.76,42.95,0.89,0.88,1,MISS,0.55
658,0.10,0.30,0.53,0.26,4,0.90,1.98,6,MISS,0.55
621,1.99,0,0,0,9.30,0.50,0,1,MISS,1.00
584,1.99,-4.36,0.60,0.37,72,0.79,6.71,18,HIT,0.67
539,1.99,-3.75,0.69,0.91,72,0.83,7.06,32,MISS,0.08
478,1.99,-1.11,0.81,0.73,54.94,0.68,2.79,1,MISS,-0.65
486,1.99,-2.02,0.64,0.20,35.79,0.92,7.74,13,MISS,0.79
511,1.99,0.58,0.74,0.51,26.99,0.82,5.97,6,MISS,1.00
526,1.99,-1.21,0.67,0.46,71.32,0.88,7.91,21,MISS,0.84
516,1.99,0.54,0.69,0.49,71.96,0.92,7.98,38,MISS,0.05
557,1.99,0,0.83,0.84,51.89,0.85,0,0,MISS,0.62
521,1.99,-3.44,0.71,0.09,62,0.87,7.22,13,HIT,0.80
542,1.99,2.95,0.70,0.41,43.93,0.85,7.44,12,MISS,0.60
572,1.99,0,0.83,0.60,35.90,0.57,0,2,MISS,-0.15
544,1.99,0,0.83,0.60,0,0.47,0,12,HIT,-0.34
549,1.99,0,0.51,0.05,4.95,0.88,1.50,1,MISS,0.83
528,1.99,-0.14,0.55,-0.30,71.50,0.92,8,15,MISS,0.53
536,1.99,1.09,0.64,0.60,51,0.93,7.92,10,MISS,0.19
549,1.99,0,0.85,0.53,7.24,0.82,0,1,HIT,-0.33
632,1.99,-1.46,0.65,0.67,70.84,0.82,7.87,59,BULLETHITBULLET,0.82
556,1.99,2.04,0.72,-0.68,72,0.89,7.73,31,HIT,0.85
617,1.99,4.21,0.65,0.69,72,0.82,6.80,45,HIT,0.98
519,1.99,-4,0.69,0.67,68.91,0.78,6.93,7,BULLETHITBULLET,0.59
372,0.62,0,0.60,0.41,51.89,0.78,0,0,MISS,0.21
330,0.58,0,0.53,0.23,23.95,0.77,0,0,MISS,-0.37
345,0.54,-1.65,0.55,-0.08,4.96,0.67,2.51,7,HIT,0.93
255,0.62,-4.50,0.29,0.83,71.99,0.74,6.62,20,BULLETHITBULLET,0.61
289,0.10,4.17,0.37,0,15.33,0.88,4.31,6,HIT,0.11
304,0.12,-0.75,0.61,-0.15,17.50,0.81,3.42,0,MISS,-0.83
312,0.10,0.62,0.37,-0.53,42.50,0.92,7.98,9,MISS,1.00
348,0.10,0.66,0.44,0.71,72,0.93,7.97,20,HIT,0.08
456,1.99,2.58,0.65,0,71.96,0.82,7.57,29,MISS,-0.63
492,1.99,0,0.82,0.29,25.92,0.88,1.75,2,MISS,0.75
528,1.99,2.55,0.71,0.66,71.75,0.86,7.58,16,MISS,0.41
547,1.99,-0.13,0.81,0.75,54.77,0.67,3,1,MISS,-0.23
552,1.99,3.69,0.65,-0.54,72,0.91,7.10,29,BULLETHITBULLET,0.99
516,1.99,0,0.85,0.41,10.90,0.47,0,1,MISS,-0.72
518,1.99,2.13,0.48,-0.08,35.54,0.93,7.71,15,HIT,0.38
565,1.99,-1.44,0.82,0.48,10.16,0.78,1.39,3,MISS,0.86
489,1.99,-4.05,0.68,0.28,71.63,0.75,6.90,17,MISS,0.42
492,1.99,0.24,0.70,0.76,71.67,0.51,8,31,MISS,-0.17
504,1.99,-3.67,0.49,0.47,36,0.92,7.11,8,MISS,0.13
504,1.66,0,0.83,-0.17,18.99,0.64,0,0,HIT,-0.34
495,1.52,0,0.84,0.13,9,0.61,0,2,MISS,-0.57
502,1.41,1.76,0.61,-0.16,28,0.95,6.77,16,MISS,0.70
536,1.39,1.31,0.76,-0.55,63,0.93,3.78,0,MISS,0.18
521,1.31,0.75,0.68,0.56,45.69,0.94,7.96,9,BULLETHITBULLET,0.30
508,1.31,0.16,0.72,0.29,15,0.92,6,6,MISS,0.51
571,0.94,3.65,0.67,0.47,44,0.93,7.12,8,MISS,-0.59
532,0.88,-0.25,0.69,-0.10,28,0.94,7,10,MISS,0.80
537,0.84,0.23,0.76,-0.59,60,0.88,1.99,0,MISS,0.65
574,0.79,3.10,0.66,0.75,71,0.93,7.38,15,HIT,-0.04
608,0.10,3.62,0.60,0.60,36,0.95,7.13,8,MISS,-0.44
614,0.10,-0.56,0.85,-0.21,42.92,0.74,0.83,1,MISS,0.10
592,1.03,0,0.86,0.09,19,0.67,0,0,HIT,0.37
597,1.03,0,0.85,0.10,0,0.75,0,11,MISS,0.23
534,0.86,0,0.83,0.23,8.06,0.83,0,0,MISS,0.84
654,0.10,-1.80,0.84,0.18,22.93,0.66,1.73,2,BULLETHITBULLET,0.04
651,0.10,0,0.63,0.44,7.12,0.87,0,1,MISS,0.51
667,0.10,1.07,0.53,0.32,43.76,0.93,7.93,9,MISS,0.43
683,0.77,1.57,0.62,0.40,66.76,0.94,5.79,0,MISS,-0.36
676,0.77,0,0.62,0.43,0,0.87,0,8,MISS,-0.66
651,0.68,-5.45,0.73,-0.12,35.96,0.64,5.86,24,MISS,0.29
616,0.68,-3.36,0.75,-0.47,44.95,0.68,6.14,5,MISS,-0.49
596,0.68,0.43,0.59,-0.11,44.89,0.96,5.98,4,BULLETHITBULLET,0.65
607,0.68,-0.48,0.63,0.53,23.04,0.91,2.96,3,MISS,0.97
608,0.10,3.96,0.61,0.61,71.92,0.95,6.95,16,MISS,0.65
664,0.10,4.63,0.69,0.91,71.95,0.90,6.53,27,MISS,0.39
696,0.10,-0.76,0.71,0.58,70.84,0.80,7.96,38,MISS,-0.18
702,0.10,0,0.86,0.39,1,0.69,0,6,MISS,-0.10
702,0.10,0,0.86,0.39,1,0.69,0,7,MISS,-0.13
702,0.10,-0.56,0.85,-0.22,39.98,0.79,0.83,1,MISS,0.09
680,0.10,-0.21,0.76,-0.11,29.17,0.89,1.49,1,MISS,0.11
680,0.10,0,0.86,0.09,1,0.77,0,2,MISS,-0.35
686,0.10,0.51,0.74,0.07,10,0.92,3.97,16,HIT,0.31
708,0.10,2.38,0.73,-0.20,28,0.93,6.58,9,MISS,-0.17
722,0.10,0.79,0.80,0.31,29.68,0.86,3.92,4,MISS,-0.62
693,0.10,-1.21,0.73,0.10,21,0.93,5.88,12,MISS,0.45
693,0.10,3.49,0.72,-0.47,68.31,0.79,7.20,4,MISS,0.04
714,0.10,0,0.87,0.45,13,0.72,0,0,MISS,0.19
703,0.50,0,0.85,0.04,11.97,0.71,0,2,MISS,0.63
676,0.50,-4.42,0.72,0.13,43.78,0.69,6.67,16,MISS,0.76
645,0.50,-4.67,0.70,0.39,36,0.54,6.49,8,MISS,0.72
577,0.50,-6.72,0.67,0.59,71.49,0.32,4.34,19,MISS,-0.04
521,0.40,-0.92,0.81,0.72,29.88,0.25,0.39,1,MISS,-0.62
546,0.40,-0.77,0.42,-0.29,38.59,0.96,5.95,4,MISS,0.33
547,0.40,0,0.85,0.33,20.93,0.70,0,2,MISS,-0.52
558,0.40,0,0.83,0.33,0,0.72,0,13,MISS,-0.60
567,0.40,-1.35,0.64,-0.22,44,0.96,7.89,24,MISS,0.05
558,0.40,-0.67,0.80,0.32,5,0.87,1.89,2,MISS,0.35
531,0.31,0,0.82,0.35,11.96,0.76,0,5,MISS,-0.58
534,0.31,-0.13,0.76,-0.03,6,0.92,3,18,MISS,0.74
538,0.31,0.33,0.65,-0.49,71,0.91,8,30,MISS,0.35
563,0.31,0.76,0.80,0.74,54,0.74,1.85,0,MISS,-0.06
558,0.31,0,0.70,0.35,1,0.84,0,4,MISS,-0.13
554,0.31,0,0.71,-0.06,12,0.85,0,3,HIT,-0.33
539,0.31,-3.53,0.70,-0.08,27.97,0.74,6.04,15,MISS,-0.40
547,0.31,-1.04,0.60,-0.12,36,0.95,7.93,13,MISS,-0.22
550,0.31,-0.94,0.78,0.21,22.45,0.85,2.85,3,MISS,0.55
516,0.23,-0.18,0.78,-0.24,59.92,0.76,2,0,MISS,0.40
490,0.23,-0.16,0.82,0.56,32.86,0.60,0.99,0,BULLETHITBULLET,0.05
466,0.23,0.11,0.47,0.25,31.11,0.87,1.37,1,MISS,1.00
487,0.23,0.25,0.61,0.96,72,0.96,8,25,BULLETHITBULLET,0.70
476,0.23,0.25,0.59,0.49,69.75,0.94,8,14,HIT,0.63
500,0.23,-0.42,0.72,0.58,10.10,0.91,3.98,4,MISS,-0.58
497,0.23,-1.57,0.60,-0.14,47.50,0.93,7.84,9,MISS,-0.20
480,0.23,-0.15,0.69,0.33,33.05,0.86,2,2,MISS,0.67
477,0.23,-0.11,0.59,-0.07,66,0.94,8,13,MISS,-0.04
478,0.23,-0.13,0.76,0.23,4.97,0.87,2,3,MISS,1.00
479,0.23,2.61,0.58,0.41,65.94,0.91,7.56,14,MISS,0.49
519,0.23,4.19,0.65,0.88,72,0.72,6.82,25,MISS,-0.06
551,0.23,-1.97,0.48,0.60,10,0.93,3.48,4,MISS,0.22
527,0.22,-0.68,0.82,-0.06,30.11,0.66,1.34,1,BULLETHITBULLET,0.06
529,0.21,0,0.83,0.22,3.51,0.67,0,2,BULLETHITBULLET,-0.19
533,0.20,0.31,0.66,0,0.84,0.89,1.98,4,BULLETHITBULLET,0.90
542,0.19,0.58,0.62,0.63,71.96,0.93,7.98,22,MISS,-0.77
543,0.19,-0.65,0.67,0.04,26,0.94,6.97,7,MISS,1.00
549,0.18,1.02,0.65,-0.55,72,0.87,7.94,18,MISS,0.53
594,0.14,-1.20,0.63,0.66,22.20,0.92,2.75,3,MISS,0.07
585,0.12,-1.80,0.77,0.12,8.65,0.77,4.12,4,MISS,-0.40
550,0.11,2.75,0.54,-0.32,57,0.96,7.51,10,BULLETHITBULLET,0.97
561,0.12,0.48,0.66,0.06,36,0.91,2.96,0,MISS,0.20
556,0.11,0,0.84,0,41.88,0.71,0,0,BULLETHITBULLET,-0.13
624,0.10,8,0.61,0,51.18,0.79,0.34,10,MISS,-0.19
600,0.10,-0.16,0.84,-0.19,35.87,0.81,0.99,0,MISS,-0.39
615,0.10,1.96,0.60,-0.13,28,0.96,6.72,23,BULLETHITBULLET,0.97
615,0.10,0,0.85,-0.19,0,0.74,0,12,HIT,-0.60
648,0.10,-1,0.81,-0.52,33.04,0.82,1.73,2,MISS,-0.88
615,0.10,-0.83,0.73,-0.13,27.88,0.96,6.95,12,HIT,0.70
624,0.10,0.88,0.67,-0.56,72,0.91,7.95,24,MISS,-0.02
660,0.10,0,0.71,0.73,51.90,0.85,0,0,MISS,0.75
664,0.10,-2.40,0.70,0.22,26.90,0.95,5.50,6,MISS,0.52
651,0.10,-1.12,0.71,0.50,71.63,0.87,7.92,17,MISS,0.42
671,0.10,0,0.87,0.55,44,0.64,0,1,MISS,0.32
668,0.10,0,0.84,0.52,5,0.69,0,4,MISS,0.44
620,0.10,-0.09,0.55,-0.20,43.85,0.95,8,9,BULLETHITBULLET,0.43
614,0.10,-3.77,0.75,0.42,21,0.43,4.66,8,MISS,-0.75
643,0.10,0.99,0.78,-0.75,59.87,0.89,1.74,0,MISS,0.51
642,0.10,0.78,0.74,0.09,21,0.95,5.95,11,MISS,0.52
653,0.10,1.28,0.64,0.45,72,0.88,7.90,22,MISS,0.37
642,0.10,0,0.75,0.39,5.50,0.85,0,4,MISS,-0.62
614,0.10,-2.04,0.81,0.25,13.13,0.69,3.73,4,HIT,0.48
543,0.10,0.24,0.38,0.47,42.27,0.86,0.97,1,MISS,0.42
